annotation.GeneID,counts.co01.bam,counts.co02.bam,counts.co03.bam,counts.co04.bam,counts.mono01.bam,counts.mono02.bam,counts.mono03.bam,counts.mono04.bam
NWMN_RS07090,8,1,2,4,0,0,0,1
NWMN_RS07095,2483,2767,2863,1777,692,1487,573,2706
NWMN_RS07100,713,742,984,721,84,184,110,433
NWMN_RS07105,2944,2610,2767,2039,755,1071,568,1483
NWMN_RS07110,4340,3685,5106,4655,887,2442,362,2490
NWMN_RS07115,13218,10372,10176,4861,697,1653,511,2335
NWMN_RS07120,56544,58011,73088,72694,116498,63759,43930,54421
NWMN_RS07125,2661,2751,4338,4882,2276,1676,675,2832
NWMN_RS07130,1847,1681,2865,3294,1083,1043,311,1525
NWMN_RS07135,10402,11215,11708,11605,3536,5110,1060,2493
NWMN_RS07140,7387,6893,8286,6224,1779,4149,1271,5042
NWMN_RS07145,12126,9552,9414,5646,3082,6453,1890,6292
NWMN_RS07155,8602,8111,8193,5456,1508,3775,422,2966
NWMN_RS07160,3875,3279,2763,3315,1403,1598,673,1916
NWMN_RS07165,736,706,636,644,82,163,53,376
NWMN_RS07170,24200,20014,19544,17151,13170,10858,4897,13531
NWMN_RS07175,27833,17061,14335,8797,21202,22209,6720,20345
NWMN_RS07180,3198,2366,2320,2752,2776,2029,1002,2517
NWMN_RS07185,7980,11467,8701,10962,3608,7583,2739,17808
NWMN_RS07190,671,491,551,655,473,393,129,264
NWMN_RS07195,2616,1617,1416,1292,2076,4770,3864,6482
NWMN_RS07200,5784,5049,4799,3814,2122,3113,1710,3286
NWMN_RS07205,9432,8678,8663,9864,5783,4586,2611,3579
NWMN_RS07210,360,306,503,587,206,290,101,291
NWMN_RS07215,305,181,281,229,102,127,44,109
NWMN_RS07220,729,381,721,456,167,302,60,206
NWMN_RS07225,534,323,448,266,98,178,39,87
NWMN_RS07230,228,154,176,122,39,51,15,42
NWMN_RS07235,823,478,819,564,147,191,67,145
NWMN_RS07240,1062,598,854,604,235,316,80,293
NWMN_RS07245,26143,21820,30567,28528,10133,13944,7747,28660
NWMN_RS07250,42720,33029,39297,28090,17841,21655,12027,29281
NWMN_RS07255,840,839,1057,1287,191,334,92,426
NWMN_RS07260,2167,1894,1799,1836,1495,1250,528,796
NWMN_RS07265,1593,1208,1294,1256,932,1090,534,888
NWMN_RS07270,847,582,634,523,457,502,298,488
NWMN_RS07275,813,546,657,587,277,431,122,339
NWMN_RS07280,849,580,763,721,285,457,166,371
NWMN_RS07285,3,12,8,13,5,7,1,3
NWMN_RS07290,224,258,224,230,89,90,31,174
NWMN_RS07295,9220,7626,8002,7071,6063,3690,2226,4843
NWMN_RS07300,219,204,263,293,152,216,238,263
NWMN_RS07305,202,173,209,218,183,270,326,321
NWMN_RS07310,117,128,160,209,189,216,278,240
NWMN_RS07315,54,54,96,162,50,38,122,141
NWMN_RS07320,69,45,96,246,137,171,265,260
NWMN_RS15330,16,14,30,24,14,17,3,18
NWMN_RS07335,14398,15590,22068,26800,10205,6262,4186,6056
NWMN_RS07340,7236,7682,9125,7464,2345,5774,728,3453
NWMN_RS07345,1618,1551,2166,3304,520,603,154,367
NWMN_RS07350,3308,2273,4002,4997,1031,975,188,720
NWMN_RS07355,4325,2721,5124,5574,1373,1276,272,859
NWMN_RS07360,3655,2519,4007,4317,1045,980,257,672
NWMN_RS07365,4227,2888,4707,4525,1082,1117,332,880
NWMN_RS07370,2012,1738,2396,2384,237,371,52,443
NWMN_RS07375,2641,2300,2584,2275,450,538,142,436
NWMN_RS07380,7090,5813,5308,4839,1721,2318,558,2023
NWMN_RS07385,45,78,100,55,33,37,5,59
NWMN_RS07390,8962,10590,10121,12472,2720,4893,1236,4941
NWMN_RS07400,282,418,352,769,240,384,77,1251
NWMN_RS07405,1300,1417,1311,1478,834,901,463,1074
NWMN_RS07410,9666,8698,8635,9871,5573,5645,3043,6481
NWMN_RS07415,28351,22831,22827,23312,12116,11865,6065,11127
NWMN_RS15340,442,304,301,279,195,138,85,207
NWMN_RS07430,968,955,1127,842,283,365,143,554
NWMN_RS07435,3660,2621,3936,3152,589,1360,432,1418
NWMN_RS07440,1110,757,1388,1214,179,354,138,548
NWMN_RS07445,3559,2686,4264,4539,3598,1577,1191,2273
NWMN_RS07450,15601,12274,18641,20008,21098,9300,8578,10949
NWMN_RS07455,73112,51364,53709,44097,30129,27340,11207,19183
NWMN_RS07460,194209,137196,148935,123154,93656,87107,40755,60695
NWMN_RS07465,5931,5675,6305,5182,8638,9975,4830,13019
NWMN_RS07470,4189,3842,4340,3580,9351,9453,4792,11963
NWMN_RS07475,102,97,106,66,222,343,163,731
NWMN_RS07480,59,56,60,36,23,34,8,39
NWMN_RS07485,2262,2061,2460,1899,734,1053,404,1602
NWMN_RS07490,3090,2636,3276,2685,1372,1993,683,2495
NWMN_RS07495,589,602,800,570,277,465,137,844
NWMN_RS07500,8767,9030,9255,9943,2287,3010,1035,4841
NWMN_RS07510,6610,6339,4189,4669,7792,5101,4565,10072
NWMN_RS07515,29770,29221,19701,22623,44492,29788,25801,47389
NWMN_RS07520,14960,15696,10272,12304,21777,16001,12780,28795
NWMN_RS07525,22478,22783,16284,21051,44206,34639,24585,53991
NWMN_RS07530,12577,10315,12724,10983,4059,6668,3168,9154
NWMN_RS07535,6422,5328,6467,5835,3345,4887,2361,6123
NWMN_RS07540,5988,4818,5914,3877,5109,8571,4025,11234
NWMN_RS07545,7694,5495,5603,4399,1834,2510,955,2052
NWMN_RS07550,26242,19636,18248,15339,7795,11738,3525,8123
NWMN_RS07555,1734,1242,1259,1057,616,884,253,698
NWMN_RS07560,370,273,213,234,116,236,47,244
NWMN_RS07565,624,587,570,558,110,316,38,202
NWMN_RS16030,296,258,285,224,106,175,41,106
NWMN_RS07580,23,40,47,66,8,11,1,24
NWMN_RS07590,20067,13039,16451,13044,12068,8818,3600,4602
NWMN_RS07595,351,414,520,348,148,244,39,190
NWMN_RS07600,295,304,460,387,164,203,36,167
NWMN_RS07605,235,159,379,339,73,68,33,72
NWMN_RS07610,160,152,283,222,61,44,31,98
NWMN_RS07615,4074,3941,3973,3441,881,1178,275,1105
NWMN_RS07620,13839,13601,16075,15295,4278,5169,1645,4622
NWMN_RS07625,982,898,1503,1110,53,102,58,215
NWMN_RS07635,777,745,830,600,127,161,46,248
NWMN_RS07640,1682,1691,2567,2268,514,525,408,717
NWMN_RS14990,245766,155334,145158,208031,169153,243932,93571,139428
NWMN_RS07645,15446,17270,18317,14890,9235,13054,4719,13483
NWMN_RS07650,20718,23101,21445,19067,13843,16514,6902,17105
NWMN_RS07655,10888,12271,10802,10620,5712,6261,2457,8301
NWMN_RS07660,1,2,4,1,1,1,0,2
NWMN_RS07665,18708,17442,13304,11056,4781,10926,3707,10103
NWMN_RS07670,149135,124298,93732,68140,41248,87695,24239,62381
NWMN_RS07675,3724,2440,1928,1621,848,1289,708,1641
NWMN_RS07680,8769,5517,4746,4345,2594,3325,1864,3805
NWMN_RS07685,4657,3185,2523,2855,1058,1721,826,2908
NWMN_RS07690,18582,17321,16621,13575,3956,7087,1697,6707
NWMN_RS07695,14481,11669,10456,7907,4264,3034,1752,3060
NWMN_RS07700,3215,2981,3095,2648,2791,1598,1218,1974
NWMN_RS07705,6200,4911,5401,4369,1814,2149,972,2032
NWMN_RS07710,5928,5235,5935,5322,2621,2724,1497,2716
NWMN_RS07715,519,535,624,662,282,239,125,432
NWMN_RS07720,102370,86444,92399,92353,89885,68226,33726,53906
NWMN_RS07725,1852,1596,1603,1136,502,1085,177,1062
NWMN_RS07730,2113,1628,1736,1303,496,1234,246,1078
NWMN_RS07735,6957,6172,5824,4177,1739,3279,681,2703
NWMN_RS07740,4796,3869,3991,3233,1154,1623,455,1396
NWMN_RS07745,2186,1992,2376,1913,518,878,179,797
NWMN_RS07750,2511,2381,3031,2732,735,1139,213,1103
NWMN_RS07755,2,5,7,7,1,0,0,3
NWMN_RS07760,2356,2665,4218,4098,269,444,160,870
NWMN_RS07765,5706,6309,7989,8584,2488,2245,983,3083
NWMN_RS07770,6994,6494,8199,8471,6007,4210,1741,3700
NWMN_RS07775,2539,3109,4028,4498,808,1122,302,2320
NWMN_RS07785,72514,71902,98556,83219,17743,15725,1960,7794
NWMN_RS07790,14465,12159,12989,8537,4830,5399,1230,3896
NWMN_RS07795,15688,13411,16954,13967,4614,6284,1373,5676
NWMN_RS07800,78351,65484,71206,73059,32778,26145,12448,31102
NWMN_RS07805,196,237,176,224,55,71,23,137
NWMN_RS07815,103,108,101,89,37,72,23,55
NWMN_RS07820,3170,2417,2612,2642,1312,1783,580,1817
NWMN_RS07825,2030,1867,1586,1294,910,1465,385,1657
NWMN_RS07830,8081,6765,5706,4729,3010,5637,1968,7653
NWMN_RS07835,48,37,53,39,20,20,5,46
NWMN_RS07840,72293,48129,62167,55793,168317,72741,47040,54883
NWMN_RS07845,4564,4303,5052,3959,1650,3025,1346,4741
NWMN_RS07850,2847,2806,3014,2612,526,1411,322,1700
NWMN_RS07855,1567,1226,619,585,681,1924,409,1247
NWMN_RS07860,8944,6746,7197,6316,4174,3433,2335,7829
NWMN_RS07865,192,181,242,186,78,62,31,73
NWMN_RS07870,1247,969,1382,1173,445,337,237,350
NWMN_RS07875,89,73,133,97,38,28,30,9
NWMN_RS07880,596,622,1143,789,113,100,51,159
NWMN_RS07885,1164,1285,2091,1502,148,204,33,295
NWMN_RS07890,10284,8018,12411,9450,1336,1572,663,1663
NWMN_RS07895,1460,1178,1809,1902,200,209,79,308
NWMN_RS07900,7150,6373,9390,8302,904,1571,490,1553
NWMN_RS07905,14873,15893,22486,21068,3128,3744,1105,4060
NWMN_RS07910,3273,2666,3087,2320,740,745,390,897
NWMN_RS07915,3990,3383,3964,3350,1048,1186,497,1198
NWMN_RS07920,3728,3168,3730,3493,1221,1473,498,1290
NWMN_RS07925,739,663,658,727,782,896,184,724
NWMN_RS07930,5396,4253,3973,2678,1076,1333,575,1530
NWMN_RS07935,3985,3515,3998,3174,1314,1424,569,1474
NWMN_RS07940,1333,1154,1120,1107,599,411,194,314
NWMN_RS07945,13465,12786,10930,9803,8329,10228,2061,6509
NWMN_RS07950,492,485,552,612,182,238,93,449
NWMN_RS07955,900,857,1052,1150,313,440,177,810
NWMN_RS07960,6546,4459,3214,3535,3811,3321,865,1955
NWMN_RS07965,1214,1082,1484,1521,398,466,101,566
NWMN_RS07970,74604,54723,54210,57753,78378,58942,27132,60478
NWMN_RS07975,11694,8924,8573,7790,7330,6104,2803,5068
NWMN_RS07980,10330,9125,8301,8026,769,4385,902,4534
NWMN_RS07985,1711,1710,1672,1838,115,641,91,1167
NWMN_RS07990,7,6,6,9,0,9,0,20
NWMN_RS07995,12221,11207,10601,10194,9922,23006,3431,17287
NWMN_RS08000,62908,47615,50455,42977,60925,35082,21104,31566
NWMN_RS08005,12109,8220,7945,8025,25650,8121,6689,7670
NWMN_RS08010,156,204,183,143,54,110,17,165
NWMN_RS08015,10261,7752,8839,7612,3565,5033,2143,6653
NWMN_RS08020,3616,2704,3849,3801,1731,2324,1055,3663
NWMN_RS08025,14418,12743,18442,14847,2943,2715,1015,3007
NWMN_RS08030,9283,7771,11463,9326,1788,1764,679,1670
NWMN_RS08035,10400,8248,14017,10883,2595,1800,849,1648
NWMN_RS08040,14098,12804,19053,15739,4085,2657,1347,2388
NWMN_RS08045,20904,20494,30617,29672,13879,5281,4883,5314
NWMN_RS08050,4384,5657,7638,7649,5528,1954,1665,2139
NWMN_RS08055,5651,5350,6234,4364,604,701,270,1523
NWMN_RS08060,1115,1149,1356,1068,165,166,91,362
NWMN_RS08065,10201,10588,12138,10007,4901,3432,1466,4812
NWMN_RS08070,6976,7160,7769,7321,6774,3729,1919,4507
NWMN_RS08075,5168,5709,6311,5384,6994,3486,1842,3743
NWMN_RS08080,10059,11039,13672,11228,5030,4963,1659,5440
NWMN_RS08085,3982,4494,5611,5466,980,1679,497,2091
NWMN_RS08090,17148,16114,15270,10460,21103,18401,7620,11565
NWMN_RS08095,9421,8374,6941,5907,2356,3670,1465,4608
NWMN_RS08100,2099,2141,2672,3187,1976,1414,705,1724
NWMN_RS08105,488,626,679,735,274,243,135,350
NWMN_RS08110,6473,5088,4961,4499,3051,2267,1172,2084
NWMN_RS08115,3018,3115,5048,4298,643,846,256,1779
NWMN_RS08120,66038,51244,26684,19730,31776,44832,10367,25545
NWMN_RS08125,58886,46726,27026,20677,32771,47531,12394,29913
NWMN_RS08130,22030,18948,11710,10446,12522,19880,5504,17120
NWMN_RS08135,1710,1693,1346,1774,716,1347,318,1415
NWMN_RS08140,11,14,14,4,2,7,3,11
NWMN_RS08145,22,24,20,12,0,20,1,20
NWMN_RS08150,18,28,16,6,3,2,5,8
NWMN_RS08155,28,19,25,6,12,23,3,27
NWMN_RS08160,8,12,4,11,1,6,0,23
NWMN_RS08165,44,63,80,59,9,39,7,62
NWMN_RS08170,149,191,219,140,58,50,24,137
NWMN_RS08175,6281,5558,8479,6708,843,1788,1113,3002
NWMN_RS08180,2708,2584,3813,3078,431,1009,535,1428
NWMN_RS08185,5292,4625,7280,5792,911,1633,1040,2567
NWMN_RS08190,607,684,1113,755,92,224,104,453
NWMN_RS08195,6434,6190,9698,9207,1005,1381,1167,2011
NWMN_RS08200,2426,2270,2828,3222,510,410,461,444
NWMN_RS08205,893,895,1141,909,94,192,87,493
NWMN_RS08210,15622,14587,17020,15837,2846,4218,1444,5817
NWMN_RS08215,128056,83480,59687,40470,155010,177892,44952,102124
NWMN_RS08220,1500,1106,1173,713,624,891,470,1553
NWMN_RS08225,2796,2258,2624,1738,1646,2408,1033,3782
NWMN_RS08230,2344,1967,2520,1772,1426,2235,981,3747
NWMN_RS08235,5143,4185,4336,2912,1371,2184,549,1652
NWMN_RS08240,7032,6216,7799,5992,2109,3386,814,2849
NWMN_RS08245,4300,3156,3147,2344,1800,2712,897,2785
NWMN_RS08250,1313,905,1106,745,546,1132,471,1448
NWMN_RS08255,25132,16754,20730,12108,10400,18763,7486,22952
NWMN_RS08260,22223,16253,22422,17968,5117,7189,3670,10415
NWMN_RS08265,9602,7684,9139,10561,5987,4385,2654,3849
NWMN_RS08270,4853,4192,4308,5068,5170,3133,2181,2523
NWMN_RS08275,21370,18626,21003,13012,4030,5317,1398,3539
NWMN_RS08280,7162,5445,8412,7501,2793,1417,1248,2717
NWMN_RS08285,13247,10898,15531,13261,8754,4244,3409,5581
NWMN_RS08290,4439,3323,4803,4119,3892,1492,1448,1975
NWMN_RS08295,3572,3140,4011,3654,4030,1691,1250,1943
NWMN_RS08300,7233,5985,8029,8012,9707,3824,3527,3799
NWMN_RS08305,10533,8357,11178,11588,19656,8125,7066,7319
NWMN_RS08310,28571,21478,21916,11761,8640,7678,2752,6479
NWMN_RS08315,27955,20304,22893,13267,10664,10283,3139,7117
NWMN_RS08320,13938,12071,12834,7612,5633,6040,1915,4851
NWMN_RS08325,14139,14148,11606,15358,2735,7112,1037,2863
NWMN_RS08330,11768,8984,12808,10397,2250,5442,607,4696
NWMN_RS08335,4041,2907,3790,3172,723,1493,256,1679
NWMN_RS08340,31896,11168,8891,6120,3026,4877,2513,8167
NWMN_RS08345,36758,13572,11706,9143,4436,6202,4309,11231
NWMN_RS08350,503937,193590,111657,95341,153551,113326,141524,168425
NWMN_RS08355,55449,26169,18065,16994,24350,15225,32823,39903
NWMN_RS08360,94088,50602,31976,30106,61656,34042,79555,99783
NWMN_RS08365,928,854,908,828,467,298,159,377
NWMN_RS08375,9085,8261,9638,8981,938,1982,456,2169
NWMN_RS08380,2849,2195,2599,1915,362,821,107,1065
NWMN_RS08385,861,937,1217,1107,173,299,99,525
NWMN_RS08390,747,614,1233,1325,537,619,166,854
NWMN_RS08395,1086,814,968,955,939,1092,316,792
NWMN_RS08400,618,622,790,443,163,453,56,564
NWMN_RS08405,6015,5800,5808,4498,2319,4914,1440,7248
NWMN_RS08410,2247,1983,2074,1622,1419,2168,816,3074
NWMN_RS08415,5039,3872,3699,2294,3218,6284,1734,6908
NWMN_RS08420,3528,2595,2652,1548,408,950,257,873
NWMN_RS08425,1633,1394,1243,727,226,447,80,423
NWMN_RS08430,4167,3311,3159,1943,428,1025,249,1057
NWMN_RS08435,6496,4758,4851,2942,816,1688,360,1438
NWMN_RS08440,2427,1885,1927,1276,362,783,167,563
NWMN_RS08445,3034,2317,2516,2037,530,1085,260,845
NWMN_RS08455,199,280,269,239,112,127,50,262
NWMN_RS08460,193,196,157,103,37,82,32,72
NWMN_RS08465,1091,878,685,851,242,300,75,295
NWMN_RS08470,809,648,1548,1580,460,1083,167,444
NWMN_RS08475,370,359,703,705,184,472,71,239
NWMN_RS08480,793,684,1510,1671,444,1235,198,711
NWMN_RS08485,173,177,379,402,108,297,38,211
NWMN_RS08490,593,606,1286,1430,318,1068,150,685
NWMN_RS08495,317,377,716,861,165,479,66,411
NWMN_RS08500,9960,7668,7518,5549,5419,8330,1328,5302
NWMN_RS08505,8865,6280,5304,3369,3111,4628,962,3542
NWMN_RS08510,8708,5435,5306,3194,2596,4024,1231,3013
NWMN_RS08515,5527,3872,4015,2556,1665,2464,829,2343
NWMN_RS08520,913,897,1135,950,85,254,73,436
NWMN_RS08525,13852,11792,11406,9944,11565,12227,2487,7449
NWMN_RS08530,27891,23500,22686,20937,29003,28708,5959,17005
NWMN_RS08535,13017,10657,10135,9256,13730,14745,2887,8564
NWMN_RS08540,12074,8608,11374,8229,4682,7166,979,4154
NWMN_RS08545,6142,5854,7578,6683,947,1090,529,1263
NWMN_RS08550,1319,1290,1795,1962,354,340,206,344
NWMN_RS08555,16730,12666,17167,14016,4113,8214,2255,7545
NWMN_RS08560,13436,11060,15737,15533,4418,8274,2511,8243
NWMN_RS08565,8877,4935,6620,4509,15961,12050,3254,11134
NWMN_RS08570,259,301,389,287,1023,986,552,1682
NWMN_RS08575,467,575,932,476,1255,1417,1175,1880
NWMN_RS08580,968,1058,1618,2075,743,812,257,945
NWMN_RS08585,9788,8292,9627,8525,6029,4407,1809,4097
NWMN_RS08590,4164,3270,4106,3498,403,711,260,1166
NWMN_RS08595,154,117,89,92,9,15,8,20
NWMN_RS14995,23969,28472,10772,28256,41313,75440,24998,28217
NWMN_RS08600,8913,7203,6243,3678,2683,3585,776,2183
NWMN_RS08605,2980,2375,2428,1583,754,1274,337,997
NWMN_RS08610,7328,6262,6765,5047,4939,5576,1292,3839
NWMN_RS08615,9422,7618,8338,7301,7198,7939,1874,5586
NWMN_RS08620,20295,16500,20608,18541,8357,10472,2760,9701
NWMN_RS08625,1739,1424,2353,1613,302,482,123,627
NWMN_RS08630,5706,4505,7898,7282,564,1085,225,1315
NWMN_RS08635,23862,22524,23590,19318,6565,9374,1735,5991
NWMN_RS08640,1237,1072,1238,1011,178,321,81,504
NWMN_RS08645,5824,5800,7788,4342,414,991,247,2644
NWMN_RS08650,4722,4082,4341,2892,662,763,232,856
NWMN_RS08655,6831,5531,6158,4559,2225,2211,688,1788
NWMN_RS08660,4168,3478,3677,2876,1551,1631,565,1187
NWMN_RS08665,3669,2918,3236,2668,1675,1772,454,1212
NWMN_RS08670,7501,5782,6909,5446,2215,3366,783,2281
NWMN_RS08675,13433,10028,11963,7544,2742,6918,1256,3609
NWMN_RS08680,12118,10029,11262,7218,2684,6583,1201,4957
NWMN_RS08685,15974,13948,16168,10666,3066,8255,1557,6703
NWMN_RS08690,3527,3464,2641,2097,1011,1465,461,1164
NWMN_RS08695,6796,6628,5102,4911,2115,3283,1185,2753
NWMN_RS08700,2451,2671,1018,1886,1908,1796,1140,2345
NWMN_RS08705,18228,20653,7726,15710,19086,17748,10397,24039
NWMN_RS15360,1539,4982,1404,672,4413,5862,2360,10845
NWMN_RS08710,1627,1346,1360,1079,756,1053,343,983
NWMN_RS08715,290,263,233,406,266,302,137,460
NWMN_RS08720,111,124,187,214,59,74,57,182
NWMN_RS08730,9853,7443,9897,5090,6581,6014,3020,4683
NWMN_RS08735,19513,15275,21329,13302,11829,12120,5466,10317
NWMN_RS08740,5810,4372,5238,5440,5338,5154,1658,3958
NWMN_RS08745,5639,4555,4132,3095,4255,3536,1695,3341
NWMN_RS08750,460,387,407,330,379,304,185,388
NWMN_RS08755,17797,12344,11931,7380,4129,4027,1419,3035
NWMN_RS08760,10002,6731,6927,4380,3055,2461,1144,1821
NWMN_RS08765,2372,1587,1695,1123,316,301,140,297
NWMN_RS08770,8067,5869,8001,5823,324,646,426,1084
NWMN_RS08775,8494,7358,8299,6938,1162,1487,1266,2369
NWMN_RS08780,93750,75523,91863,89825,25557,27939,23020,29565
NWMN_RS08785,1018,1019,1202,1130,299,485,146,743
NWMN_RS08790,40473,35050,34467,27630,20742,26692,11295,32343
NWMN_RS08795,32484,28924,36369,27179,4845,9568,3896,15568
NWMN_RS08800,241,374,350,238,35,58,14,130
NWMN_RS08805,3440,3384,4027,3530,477,820,246,1021
NWMN_RS08810,689,590,892,814,80,136,40,177
NWMN_RS08820,2136,2260,4929,3653,198,461,118,1592
NWMN_RS08825,1550,1528,2932,2175,181,530,186,1222
NWMN_RS08830,3970,3857,6785,4990,588,1534,525,2203
NWMN_RS08835,3564,3490,5482,3664,8622,8447,5226,12852
NWMN_RS08840,16870,11771,23800,18575,2126,2715,587,1580
NWMN_RS08845,4125,3903,3722,5874,1094,2264,468,964
NWMN_RS08850,12719,10960,13243,12911,5857,4295,1379,3008
NWMN_RS08855,15546,13351,16414,18142,9607,6644,2481,4571
NWMN_RS08860,3884,3301,4255,4769,3271,2187,930,1550
NWMN_RS08865,100801,85394,104074,94963,49639,9600,9561,20944
NWMN_RS08870,3273,2265,2003,1483,1206,924,339,983
NWMN_RS08875,8896,6373,5638,4331,4208,3498,1297,2716
NWMN_RS08880,29549,20551,22328,18988,16102,14929,6075,13355
NWMN_RS08885,1125,866,963,712,158,261,88,369
NWMN_RS08890,14651,12493,14935,15624,9333,4584,5003,5110
NWMN_RS08895,3398,3666,3820,4692,3583,2064,1283,2944
NWMN_RS08905,60055,46552,24877,22887,42695,43632,12804,24487
NWMN_RS08910,43167,35295,16688,17271,37208,40093,13780,24344
NWMN_RS08915,26997,28795,39846,38322,5829,7635,1460,7487
NWMN_RS15365,144,98,178,143,70,59,27,112
NWMN_RS08930,55415,47889,66992,58584,19327,13014,6376,12514
NWMN_RS08935,13762,10844,14893,13414,6532,3563,2550,3408
NWMN_RS08940,5411,3816,5726,3434,1144,1725,455,1823
NWMN_RS08945,6322,5008,6928,4721,1208,1990,479,2028
NWMN_RS08950,6524,4792,7458,5443,881,1370,487,1210
NWMN_RS08955,29596,23393,23586,17540,7722,8021,2828,7084
NWMN_RS08960,9924,7297,7980,6573,2741,2694,1372,2218
NWMN_RS08965,8201,6558,7686,7789,3370,3311,1544,2670
NWMN_RS08970,27798,27350,33226,34562,8283,6101,3941,3770
NWMN_RS08975,8870,6872,8954,7155,16225,12493,7549,14595
NWMN_RS08980,10054,7910,7641,8198,2367,2631,974,2149
NWMN_RS08985,847,596,602,647,210,208,88,189
NWMN_RS08990,22376,22464,18891,14789,5854,7092,2322,5389
NWMN_RS08995,162773,87971,179078,172327,114622,39349,39867,34143
NWMN_RS09000,29667,20786,35298,26681,7379,7791,3570,11135
NWMN_RS09005,7510,6054,8252,7167,2373,2232,1530,9957
NWMN_RS09010,34709,24204,19186,15018,14249,17974,7738,30260
NWMN_RS09015,742,678,719,472,266,424,82,329
NWMN_RS09020,1587,1403,1905,1216,413,901,176,702
NWMN_RS09025,888,982,1369,1013,246,535,140,518
NWMN_RS09030,98,81,132,113,21,34,9,11
NWMN_RS09035,38220,31274,48087,42284,19929,14971,7707,10499
NWMN_RS09040,3511,2707,1910,1680,1538,2664,402,1630
NWMN_RS09045,18177,15584,18957,10974,3702,7645,1462,5784
NWMN_RS09055,1463,1382,1284,1127,887,879,465,890
NWMN_RS09060,7315,5387,4633,4605,13668,6719,2443,5985
NWMN_RS09065,5400,3928,6450,6389,2346,2918,587,2922
NWMN_RS09070,5801,4262,5769,4861,1198,1749,391,1658
NWMN_RS09075,62,50,40,28,9,29,6,9
NWMN_RS09080,6018,4417,4420,4127,1714,2655,431,1428
NWMN_RS09085,7810,6919,7766,6301,1124,1860,257,1070
NWMN_RS09090,1864,1745,2087,2006,296,633,107,433
NWMN_RS09095,10419,12436,9120,13399,11133,7412,5371,11470
